Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
573,"573.40403","Klebsiella pneumoniae strain MRSN430414","tobramycin","Intermediate","==8","==","8","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40429","Klebsiella pneumoniae strain MRSN21304","trimethoprim-sulfamethoxazole","Susceptible","<=1/19","<=","1/19","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40439","Klebsiella pneumoniae strain MRSN14444","tetracycline","Resistant",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2140","Shigella sonnei strain 193378","ampicillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
562,"562.52600","Escherichia coli strain B030f","ciprofloxacin",,"16",,"16","mg/L","MIC",,,,,,,,,"Laboratory Method",,"31642700"
624,"624.2027","Shigella sonnei strain 164660","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2031","Shigella sonnei strain 164675","ampicillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2113","Shigella sonnei strain 168322","ampicillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1937","Shigella sonnei strain 178951","temocillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
590,"590.15590","Salmonella enterica SRR2911789","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
624,"624.2129","Shigella sonnei strain 149192","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35676","Staphylococcus aureus strain 99634_20","trimethoprim_sulfamethoxazole","Resistant",,,,,"Computational Prediction","Accuracy:0.939, F1 score:0.956, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1925","Shigella sonnei strain 175549","temocillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.23129","Klebsiella pneumoniae strain PN106","trimethoprim/sulfamethoxazole","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.861, F1 score:0.865, AUC:0.930","Computational Method",,
1280,"1280.31281","Staphylococcus aureus strain 23/11-14 HW","penicillin","Susceptible",,,,,"Computational Prediction","Accuracy:0.963, F1 score:0.964, AUC:0.979","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40439","Klebsiella pneumoniae strain MRSN14444","tigecycline","Susceptible","==1","==","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40412","Klebsiella pneumoniae strain MRSN368320","cefuroxime","Resistant",">=64",">=","64","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2125","Shigella sonnei strain 170367","amikacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40402","Klebsiella pneumoniae strain MRSN450199","aztreonam","Susceptible",,,,,"Computational Prediction","Accuracy:0.680, F1 score:0.752, AUC:0.735","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.35662","Staphylococcus aureus strain 60563-9-2","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.977, F1 score:0.980, AUC:0.982","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40356","Klebsiella pneumoniae strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226)","cefazolin","Susceptible","==24","==","24","mm","disk diffusion","Disk difussion method in Mueller-Hinton Agar","Scan 500","Interscience","CLSI",,,,,,,
573,"573.40422","Klebsiella pneumoniae strain MRSN27106","levofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.917, F1 score:0.927, AUC:0.961","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.25951","Staphylococcus aureus strain 22200587","erythromycin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.959, F1 score:0.962, AUC:0.981","Computational Method",,
573,"573.40403","Klebsiella pneumoniae strain MRSN430414","cefotaxime","Resistant",">=64",">=","64","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2118","Shigella sonnei strain 186562","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2013","Shigella sonnei strain 183639","nalidixic acid","r",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1313,"1313.38073","Streptococcus pneumoniae strain S397","beta-lactam","Resistant",,,,,"Computational Prediction","Accuracy:0.907, F1 score:0.910, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2042","Shigella sonnei strain 158947","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2091","Shigella sonnei strain 164676","tobramycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40461","Klebsiella pneumoniae strain 3125","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1945","Shigella sonnei strain 154837","ertapenem","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1313,"1313.38090","Streptococcus pneumoniae strain S550","beta-lactam","Resistant",,,,,"Computational Prediction","Accuracy:0.907, F1 score:0.910, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40344","Klebsiella pneumoniae strain P30-76","gentamicin","Resistant",,,,,"Computational Prediction","Accuracy:0.863, F1 score:0.863, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.31235","Staphylococcus aureus strain 27174_54M3289Y2","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.975, F1 score:0.974, AUC:0.986","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1975","Shigella sonnei strain 182823","trimethoprim","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40438","Klebsiella pneumoniae strain MRSN15687","ertapenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.956, F1 score:0.955, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.23118","Klebsiella pneumoniae strain PN98","gentamicin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.863, F1 score:0.863, AUC:0.930","Computational Method",,
1313,"1313.38102","Streptococcus pneumoniae strain S413","trimethoprim_sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.878, F1 score:0.884, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40294","Klebsiella pneumoniae strain WHC21","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40356","Klebsiella pneumoniae strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226)","trimethoprim_sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.861, F1 score:0.865, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40327","Klebsiella pneumoniae strain BA31716","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40399","Klebsiella pneumoniae strain MRSN479404","levofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.917, F1 score:0.927, AUC:0.961","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.27346","Klebsiella pneumoniae strain KZN_INI_KINF_24","trimethoprim/sulfamethoxazole","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.861, F1 score:0.865, AUC:0.930","Computational Method",,
624,"624.2180","Shigella sonnei strain 178860","cefpirome","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1973","Shigella sonnei strain 208955","ertapenem","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35721","Staphylococcus aureus strain NAS_NP_176","trimethoprim_sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.939, F1 score:0.956, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40408","Klebsiella pneumoniae strain MRSN374613","tobramycin","Susceptible","<=1","<=","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2083","Shigella sonnei strain 181982","cefpirome","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40358","Klebsiella pneumoniae strain MRSN761403","gentamicin","Resistant",,,,,"Computational Prediction","Accuracy:0.863, F1 score:0.863, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2092","Shigella sonnei strain 158942","amikacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40398","Klebsiella pneumoniae strain MRSN511348","ceftolozane-tazobactam","Resistant",">=32/4",">=","32/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2142","Shigella sonnei strain 159714","cefotaxime","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.20069","Klebsiella pneumoniae strain E14_15_42Sa","cefoxitin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.805, F1 score:0.796, AUC:0.864","Computational Method",,
1280,"1280.18057","Staphylococcus aureus strain NCTC9546","tetracycline","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.975, F1 score:0.974, AUC:0.986","Computational Method",,
624,"624.1976","Shigella sonnei strain 164645","ertapenem","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1891","Shigella sonnei strain 178863","amikacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.23128","Klebsiella pneumoniae strain PN110","meropenem","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.916, F1 score:0.922, AUC:0.949","Computational Method",,
573,"573.40414","Klebsiella pneumoniae strain MRSN28893","imipenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.931, F1 score:0.935, AUC:0.950","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2204","Shigella sonnei strain 181102","trimethoprim","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40393","Klebsiella pneumoniae strain MRSN516635","cefepime","Resistant",">=32",">=","32","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.32184","Klebsiella pneumoniae strain BJKP01","gentamicin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.863, F1 score:0.863, AUC:0.930","Computational Method",,
624,"624.2149","Shigella sonnei strain 164677","amikacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1900","Shigella sonnei strain 151006","cefoxitin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2108","Shigella sonnei strain 191890","chloramphenicol","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.16560","Staphylococcus aureus strain 13420","tetracycline","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.975, F1 score:0.974, AUC:0.986","Computational Method",,
624,"624.2005","Shigella sonnei strain 150958","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2103","Shigella sonnei strain 155684","ceftazidime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2002","Shigella sonnei strain 209682","nalidixic acid","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40376","Klebsiella pneumoniae strain MRSN613682","nitrofurantoin","Resistant","==128","==","128","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40387","Klebsiella pneumoniae strain MRSN562722","trimethoprim_sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.861, F1 score:0.865, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1883","Shigella sonnei strain 174676","ciprofloxacin","r",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40410","Klebsiella pneumoniae strain MRSN375436","cefotaxime","Resistant","==32","==","32","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40364","Klebsiella pneumoniae strain MRSN731029","gentamicin","Resistant",,,,,"Computational Prediction","Accuracy:0.863, F1 score:0.863, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.627","Shigella sonnei strain 20010007_1361421","chloramphenicol","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"22863732;29177089"
573,"573.40388","Klebsiella pneumoniae strain MRSN572640","aztreonam","Susceptible","<=1","<=","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.37214","Klebsiella pneumoniae strain M297-1","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.39778","Klebsiella pneumoniae strain CVUAS 10089.2","imipenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.931, F1 score:0.935, AUC:0.950","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.31206","Staphylococcus aureus strain JW31330_O1_dhc","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.977, F1 score:0.980, AUC:0.982","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.20054","Klebsiella pneumoniae strain S13_04Ph","cefepime","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.697, F1 score:0.704, AUC:0.745","Computational Method",,
573,"573.40362","Klebsiella pneumoniae strain MRSN736213","nalidixic acid","Susceptible","<=2","<=","2","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40363","Klebsiella pneumoniae strain MRSN740795","tetracycline","Resistant",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2116","Shigella sonnei strain 182072","trimethoprim","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1966","Shigella sonnei strain 161915","ertapenem","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.31259","Staphylococcus aureus strain 27178_155F43","gentamicin","Susceptible",,,,,"Computational Prediction","Accuracy:0.984, F1 score:0.984, AUC:0.980","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2163","Shigella sonnei strain 182078","cefoxitin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.387","Shigella sonnei strain 19904011_1361399","streptomycin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"22863732;29177089"
624,"624.2150","Shigella sonnei strain 195634","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40408","Klebsiella pneumoniae strain MRSN374613","amikacin","Susceptible","<=2","<=","2","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2037","Shigella sonnei strain 158937","trimethoprim","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1917","Shigella sonnei strain 179821","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2120","Shigella sonnei strain 175601","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1973","Shigella sonnei strain 208955","ceftazidime","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.31236","Klebsiella pneumoniae strain M-6","trimethoprim/sulfamethoxazole","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.861, F1 score:0.865, AUC:0.930","Computational Method",,
573,"573.40275","Klebsiella pneumoniae strain K6310","aztreonam","Susceptible",,,,,"Computational Prediction","Accuracy:0.680, F1 score:0.752, AUC:0.735","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40391","Klebsiella pneumoniae strain MRSN539414","piperacillin-tazobactam","Susceptible","==16/4","==","16/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40302","Klebsiella pneumoniae strain WHC161","meropenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.916, F1 score:0.922, AUC:0.949","AdaBoost Classifier","PATRIC",,,,,,,,
562,"562.48345","Escherichia coli 590","azithromycin","Susceptible","=16","=","16","mg/L",,,,,,,,,,"Laboratory Method",,
624,"624.2162","Shigella sonnei strain 164656","cefpirome","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.23193","Klebsiella pneumoniae strain KP18-29","cefepime","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.697, F1 score:0.704, AUC:0.745","Computational Method",,
573,"573.40388","Klebsiella pneumoniae strain MRSN572640","cefotaxime","Susceptible","<=25","<=","25","mg/L","MIC",,"Vitek",,"missing",,,,,,,
562,"562.48345","Escherichia coli 590","gentamicin","Susceptible","=1","=","1","mg/L",,,,,,,,,,"Laboratory Method",,
573,"573.40416","Klebsiella pneumoniae strain MRSN366562","amikacin","Resistant",">=64",">=","64","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1313,"1313.38060","Streptococcus pneumoniae strain SCAID PHRX1-2021","chloramphenicol","Susceptible",,,,,"Computational Prediction","Accuracy:0.938, F1 score:0.943, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2175","Shigella sonnei strain 197084","streptomycin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.38822","Klebsiella pneumoniae strain 256","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1996","Shigella sonnei strain 164829","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1894","Shigella sonnei strain 166179","tobramycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35720","Staphylococcus aureus strain NAS_NP_196","trimethoprim_sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.939, F1 score:0.956, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1976","Shigella sonnei strain 164645","amikacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40303","Klebsiella pneumoniae strain WHC192","cefepime","Susceptible",,,,,"Computational Prediction","Accuracy:0.697, F1 score:0.704, AUC:0.745","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40356","Klebsiella pneumoniae strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226)","azithromycin","Resistant","==6","==","6","mm","disk diffusion","Disk difussion method in Mueller-Hinton Agar","Scan 500","Interscience","CLSI",,,,,,,
1280,"1280.31238","Staphylococcus aureus strain 27/4-24 LHY","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.939, F1 score:0.956, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40418","Klebsiella pneumoniae strain MRSN28866","cefuroxime","Susceptible","<=1","<=","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40429","Klebsiella pneumoniae strain MRSN21304","ertapenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.956, F1 score:0.955, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2195","Shigella sonnei strain 182175","gentamicin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40342","Klebsiella pneumoniae strain P30-72","cefoxitin","Susceptible",,,,,"Computational Prediction","Accuracy:0.805, F1 score:0.796, AUC:0.864","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1992","Shigella sonnei strain 170362","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.37236","Klebsiella pneumoniae strain 11-0910 strain not applicable","cefepime","Susceptible",,,,,"Computational Prediction","Accuracy:0.697, F1 score:0.704, AUC:0.745","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40396","Klebsiella pneumoniae strain MRSN515247","piperacillin-tazobactam","Resistant",">=128/4",">=","128/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40287","Klebsiella pneumoniae strain KP1","tobramycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.882, F1 score:0.889, AUC:0.939","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.21023","Staphylococcus aureus strain SA12","methicillin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.989, F1 score:0.989, AUC:0.994","Computational Method",,
573,"573.40386","Klebsiella pneumoniae strain MRSN564304","nalidixic acid","Susceptible","==8","==","8","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2171","Shigella sonnei strain 201504","cefpirome","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40445","Klebsiella pneumoniae strain MRSN6031","ertapenem","Susceptible","<=12","<=","12","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2020","Shigella sonnei strain 149191","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1890","Shigella sonnei strain 151008","amikacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.23312","Staphylococcus aureus strain GHA/LAMRSA/2016/19","erythromycin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.959, F1 score:0.962, AUC:0.981","Computational Method",,
1280,"1280.35695","Staphylococcus aureus strain 71532_cf10","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.977, F1 score:0.980, AUC:0.982","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1943","Shigella sonnei strain 173529","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40281","Klebsiella pneumoniae strain BK-167","aztreonam","Susceptible",,,,,"Computational Prediction","Accuracy:0.680, F1 score:0.752, AUC:0.735","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.31244","Staphylococcus aureus strain 18/1-19 BHC","erythromycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.959, F1 score:0.962, AUC:0.981","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.35684","Staphylococcus aureus strain 78528_1","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.975, F1 score:0.974, AUC:0.986","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2177","Shigella sonnei strain 149197","temocillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.32446","Klebsiella pneumoniae strain ME30","tetracycline","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.795, F1 score:0.794, AUC:0.842","Computational Method",,
562,"562.13502","Escherichia coli strain ICBEC7P","ertapenem","Susceptible","==0.01","==","0.01","mg/L","MIC",,"Etest","Biom�rieux","CLSI",,,,,"Laboratory Method",,
1280,"1280.35617","Staphylococcus aureus strain HL24830","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.975, F1 score:0.974, AUC:0.986","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40379","Klebsiella pneumoniae strain MRSN669448","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40410","Klebsiella pneumoniae strain MRSN375436","ertapenem","Resistant",">=8",">=","8","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2043","Shigella sonnei strain 195810","azithromycin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2188","Shigella sonnei strain 197082","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2003","Shigella sonnei strain 203677","ampicillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40311","Klebsiella pneumoniae strain KE4389","ertapenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.956, F1 score:0.955, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1989","Shigella sonnei strain 183738","ertapenem","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2050","Shigella sonnei strain 195632","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1773,"1773.26123","Mycobacterium tuberculosis strain OMICS/BPL/0070/19/SP","streptomycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.747, F1 score:0.754, AUC:0.818","AdaBoost Classifier","PATRIC",,,,,,,,
562,"562.52590","Escherichia coli strain I025f","trimethoprim/sulfamethoxazole",,"4",,"4","mg/L","MIC",,,,,,,,,"Laboratory Method",,"31642700"
624,"624.1996","Shigella sonnei strain 164829","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.27344","Klebsiella pneumoniae strain KZN_INI_KINF_29","cefepime","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.697, F1 score:0.704, AUC:0.745","Computational Method",,
573,"573.40424","Klebsiella pneumoniae strain MRSN25616","amikacin","Susceptible","<=2","<=","2","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40273","Klebsiella pneumoniae strain K49_1","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.23193","Klebsiella pneumoniae strain KP18-29","trimethoprim/sulfamethoxazole","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.861, F1 score:0.865, AUC:0.930","Computational Method",,
